item_id,strategy_name,post_title,author,primary_url,source_hash,source_vintage_note,backtest_start,backtest_end,post_time,post_modified_time,backtest_to_post_days,post_publication_days,natural_oos_eligible,oos_integrity_grade,strict_natural_oos,lineage_id,lineage_size,seed_priority,seed_label
2025年度精选策略/35.精选价值策略.txt,精选价值策略,精选价值策略,BAFE1,https://www.joinquant.com/post/29574,5799b3085b230f8d2642cc8cf9bc1613be1c363fffd0510fd5ddf9543669ffb5,current archive source has no pre-OOS immutable timestamp,2012-12-01,2020-09-26,2020-09-28 21:52:14,2020-09-28 21:52:14,2,2157,true,C,false,L-8402173807,1,,
2025年度精选策略/62.【复现】北向资金交易能力一定强吗.txt,【复现】北向资金交易能力一定强吗,【复现】北向资金交易能力一定强吗,Hugo2046,https://www.joinquant.com/post/29573,4e40dae00a8e6a3b0968ad1df01674f7ba57432f9f3d979eb174e084730e5c90,current archive source has no pre-OOS immutable timestamp,2017-01-01,2020-09-28,2020-09-28 21:01:11,2020-09-28 21:01:11,0,2157,true,C,false,L-6a5521aba7,1,,
2025年度精选策略/97.稳定高回报周期股策略2-RSRS择时.txt,稳定高回报周期股策略2-RSRS择时,稳定高回报周期股策略2-RSRS择时,风轻云淡0769,https://www.joinquant.com/post/29915,e93b754c22b73fb93106d8f82c4c57adae71873714b34a137eb5c0339820bbc6,current archive source has no pre-OOS immutable timestamp,2010-01-01,2020-10-13,2020-10-26 22:48:17,2020-10-26 22:48:17,13,2129,true,C,false,L-242266fb23,1,,
2025年度精选策略/65.【分享】多因子指数增强.txt,【分享】多因子指数增强,【分享】多因子指数增强,Hugo2046,https://www.joinquant.com/post/29940,ea735bbc674503b7227a3af53aaf9bec40de0645a7f5e844919ae6ae2345b5a1,current archive source has no pre-OOS immutable timestamp,2010-01-01,2020-10-21,2020-10-28 15:14:45,2020-11-25 22:22:31,7,2127,true,C,false,L-7b38e1b6ce,1,,
2023年度精选策略/34.超稳+翻倍，贝塔值只有0.048的期指策略.txt,超稳+翻倍，贝塔值只有0.048的期指策略,超稳+翻倍，贝塔值只有0.048的期指策略,老虎渔,https://www.joinquant.com/post/30449,ba11a0fcffd68bcb8a8416aea0ceb7ab2549d852ed1b48e15b48930dc171bd8c,current archive source has no pre-OOS immutable timestamp,2018-01-01,2020-11-19,2020-12-06 17:01:02,2020-12-07 09:05:42,17,2088,true,C,false,L-5731efb2c7,2,,
2025年度精选策略/90.超稳+翻倍，贝塔值只有0.048的期指策略.txt,超稳+翻倍，贝塔值只有0.048的期指策略,超稳+翻倍，贝塔值只有0.048的期指策略,老虎渔,https://www.joinquant.com/post/30449,ba11a0fcffd68bcb8a8416aea0ceb7ab2549d852ed1b48e15b48930dc171bd8c,current archive source has no pre-OOS immutable timestamp,2018-01-01,2020-11-19,2020-12-06 17:01:02,2020-12-07 09:05:42,17,2088,true,C,false,L-5731efb2c7,2,,
2025年度精选策略/98.追涨大师（超额142）.txt,追涨大师（超额142）,追涨大师（超额142）,张仨06,https://www.joinquant.com/post/30457,8f55031c26435ae4c325f5979d298baef5bd399a85c115c067f2d6014ce9aa72,current archive source has no pre-OOS immutable timestamp,2020-02-04,2020-12-05,2020-12-06 22:25:08,2020-12-08 19:37:31,1,2088,true,C,false,L-1e76543669,1,,
2023年度精选策略/10.一个简单而持续稳定的懒人超额收益策略.txt,一个简单而持续稳定的懒人超额收益策略,一个简单而持续稳定的懒人超额收益策略,Gyron,https://www.joinquant.com/post/30467,7ad06d3727f5dd8320e6e40801237686c155eb6d9c3794ba186a1535cfa5cd27,current archive source has no pre-OOS immutable timestamp,2016-01-01,2020-12-01,2020-12-07 12:34:51,2022-11-02 11:43:30,6,2087,true,C,false,L-1032b3d885,2,,
2023年度精选策略/31.北向Boll带_ETF组合宝付费策略.txt,北向Boll带_ETF组合宝付费策略,北向Boll带_ETF组合宝付费策略,Funine,https://www.joinquant.com/post/30461,0d976caee1aad97f98ed7d6d50d5c9e16c0836508af837a8ecb7b00df86b0e29,current archive source has no pre-OOS immutable timestamp,2018-01-01,2020-12-06,2020-12-07 08:54:00,2020-12-07 08:54:00,1,2087,true,C,false,L-4f36942386,2,,
2025年度精选策略/3.一个简单而持续稳定的懒人超额收益策略.txt,一个简单而持续稳定的懒人超额收益策略,一个简单而持续稳定的懒人超额收益策略,Gyron,https://www.joinquant.com/post/30467,7ad06d3727f5dd8320e6e40801237686c155eb6d9c3794ba186a1535cfa5cd27,current archive source has no pre-OOS immutable timestamp,2016-01-01,2020-12-01,2020-12-07 12:34:51,2022-11-02 11:43:30,6,2087,true,C,false,L-1032b3d885,2,,
2025年度精选策略/93北向Boll带_ETF组合宝付费策略.txt,北向Boll带_ETF组合宝付费策略,北向Boll带_ETF组合宝付费策略,Funine,https://www.joinquant.com/post/30461,0d976caee1aad97f98ed7d6d50d5c9e16c0836508af837a8ecb7b00df86b0e29,current archive source has no pre-OOS immutable timestamp,2018-01-01,2020-12-06,2020-12-07 08:54:00,2020-12-07 08:54:00,1,2087,true,C,false,L-4f36942386,2,,
2023年度精选策略/0.7年40倍，模拟超过两年，年化高回撤低.txt,年40倍，模拟超过两年，年化高回撤低,7年40倍，模拟超过两年，年化高回撤低,quakecat,https://www.joinquant.com/post/30481,e618c4dd749e0b961afa335931d5db3002c4a125871e12ab79dba235f3b201b0,current archive source has no pre-OOS immutable timestamp,2014-01-01,2020-12-06,2020-12-08 12:53:45,2022-06-06 08:30:37,2,2086,true,C,false,L-51ff3fdf53,4,,
2023年度精选策略/22.简单到发指的股指策略(2013到现在收益10949%).txt,简单到发指的股指策略(2013到现在收益10949%),简单到发指的股指策略(2013到现在收益10949%),资金永不眠,https://www.joinquant.com/post/30480,90c32517c3b50a9c2675fa857f1129e26f83e61201fb5e8a4c7af72194e1cf86,current archive source has no pre-OOS immutable timestamp,2013-01-01,2020-12-01,2020-12-08 11:17:45,2020-12-08 11:45:05,7,2086,true,C,false,L-5ff678469b,2,,
2023年度精选策略/79.过滤两个因子，12年15倍的roa选股500指数增强.txt,过滤两个因子，12年15倍的roa选股500指数增强,过滤两个因子，12年15倍的roa选股500指数增强,将就,https://www.joinquant.com/post/30484,0a9d4d84e2cd25cb52d6ebbea763d5bb31f863b1c7df342175f8c39b39447f4d,current archive source has no pre-OOS immutable timestamp,2008-12-01,2020-12-07,2020-12-08 15:22:42,2020-12-08 15:22:42,1,2086,true,C,false,L-f0cfdafce0,35,,
2025年度精选策略/13.7年40倍，模拟超过两年，年化高回撤低.txt,年40倍，模拟超过两年，年化高回撤低,7年40倍，模拟超过两年，年化高回撤低,quakecat,https://www.joinquant.com/post/30481,e618c4dd749e0b961afa335931d5db3002c4a125871e12ab79dba235f3b201b0,current archive source has no pre-OOS immutable timestamp,2014-01-01,2020-12-06,2020-12-08 12:53:45,2022-06-06 08:30:37,2,2086,true,C,false,L-51ff3fdf53,4,,
2025年度精选策略/19.简单到发指的股指策略(2013到现在收益10949%).txt,简单到发指的股指策略(2013到现在收益10949%),简单到发指的股指策略(2013到现在收益10949%),资金永不眠,https://www.joinquant.com/post/30480,90c32517c3b50a9c2675fa857f1129e26f83e61201fb5e8a4c7af72194e1cf86,current archive source has no pre-OOS immutable timestamp,2013-01-01,2020-12-01,2020-12-08 11:17:45,2020-12-08 11:45:05,7,2086,true,C,false,L-5ff678469b,2,,
2023年度精选策略/45.敢于直接实盘的—八仙过海V2.txt,敢于直接实盘的—八仙过海V2,敢于直接实盘的—八仙过海V2,Funine,https://www.joinquant.com/post/30551,19c3c6562f9796fb6fb3bb1a55dc60ddc32113d198c40fe087255f3ee3e123be,current archive source has no pre-OOS immutable timestamp,2017-01-01,2020-12-11,2020-12-13 12:00:22,2020-12-13 12:00:22,2,2081,true,C,false,L-47811dd4f6,2,,
2025年度精选策略/92.敢于直接实盘的—八仙过海V2.txt,敢于直接实盘的—八仙过海V2,敢于直接实盘的—八仙过海V2,Funine,https://www.joinquant.com/post/30551,19c3c6562f9796fb6fb3bb1a55dc60ddc32113d198c40fe087255f3ee3e123be,current archive source has no pre-OOS immutable timestamp,2017-01-01,2020-12-11,2020-12-13 12:00:22,2020-12-13 12:00:22,2,2081,true,C,false,L-47811dd4f6,2,,
2023年度精选策略/52.筹码选股.txt,筹码选股,筹码选股,sonnet_me,https://www.joinquant.com/post/30606,cd1ffebb22899d4d931b8864a6a65896f98c44069ee864114e925374725d62c1,current archive source has no pre-OOS immutable timestamp,2019-05-01,2020-12-12,2020-12-15 21:03:04,2020-12-15 21:03:04,3,2079,true,C,false,L-781d7fb22d,1,,
2025年度精选策略/15.小市值策略之再优化，年化接近翻倍.txt,小市值策略之再优化，年化接近翻倍,小市值策略之再优化，年化接近翻倍,仓建右三,https://www.joinquant.com/post/30600,9b13fe76bb32b8227998a36ca9972ee28f60fc80050a552c5aa4764072127cf4,current archive source has no pre-OOS immutable timestamp,2016-07-01,2020-12-14,2020-12-15 13:34:00,2020-12-15 13:35:01,1,2079,true,C,false,L-e5624eef19,1,,
2023年度精选策略/20.北向资金股票轮动-优质策略可直接实盘.txt,北向资金股票轮动-优质策略可直接实盘,北向资金股票轮动-优质策略可直接实盘,Funine,https://www.joinquant.com/post/30772,27bd046a489141070f49d767d38ba29d7a34648f385ceb38edf4e699cd00ea35,current archive source has no pre-OOS immutable timestamp,2017-01-01,2020-12-22,2020-12-23 17:25:07,2020-12-23 17:30:48,1,2071,true,C,false,L-601b75a34a,1,,
2023年度精选策略/98.欧奈尔CANSLIM策略初探三.txt,欧奈尔CANSLIM策略初探三,欧奈尔CANSLIM策略初探三,韭菜饺子,https://www.joinquant.com/post/30806,0c01737dd1ad3c0eba3b5cee63e8514e0f52f10e6ea2642933c725b133ec6402,current archive source has no pre-OOS immutable timestamp,2005-05-01,2020-12-18,2020-12-24 20:48:07,2020-12-24 20:48:07,6,2070,true,C,false,L-03a8844ad9,1,,
2023年度精选策略/14.2020年 267%年化 13%回撤 上涨趋势策略修改版.txt,年 267%年化 13%回撤 上涨趋势策略修改版,2020年 267%年化 13%回撤 上涨趋势策略修改版,苦咖啡,https://www.joinquant.com/post/31232,3be3d1954731d6154f5c71da9725a668f0bceb0a72d24318db39130b8e726e12,current archive source has no pre-OOS immutable timestamp,2020-01-01,2021-01-11,2021-01-13 17:49:43,2021-01-14 22:07:42,2,2050,true,C,false,L-0f44104193,1,,
2023年度精选策略/23.低AH溢价选股.txt,低AH溢价选股,低AH溢价选股,子鹿,https://www.joinquant.com/post/31236,f53c33b60506b3be10586c0f3e4585ae57ef2fe9995314d9e36ea273e2e50655,current archive source has no pre-OOS immutable timestamp,2016-01-01,2021-01-12,2021-01-13 20:47:34,2021-01-13 20:47:34,1,2050,true,C,false,L-7d40ffb032,1,,
2023年度精选策略/3.苦咖啡-默默赚钱系列-改.txt,苦咖啡-默默赚钱系列-改,苦咖啡-默默赚钱系列-改,jqz1226 ZUEL,https://www.joinquant.com/post/31267,7d16ca7655f1d5a869180dc7d91c36989e0e9277bf760bd936626b6d53b2a7d5,current archive source has no pre-OOS immutable timestamp,2020-01-01,2021-01-14,2021-01-15 12:02:28,2021-01-15 12:02:28,1,2048,true,C,false,L-85f126748d,1,,
2023年度精选策略/33.趋势交易5.0 无择时-2年5倍不是梦.txt,趋势交易5.0 无择时-2年5倍不是梦,趋势交易5.0 无择时-2年5倍不是梦,矢南,https://www.joinquant.com/post/31286,01f2129397a8b6c3ca5208e47fc41eb68e2af5c9fc23b8cff0c3fbec5d2d8d44,current archive source has no pre-OOS immutable timestamp,2019-01-01,2021-01-07,2021-01-16 13:20:46,2021-05-31 08:54:41,9,2047,true,C,false,L-a86a74c127,1,,
2023年度精选策略/28.F_Score 选股，年化80%+.txt,F_Score 选股，年化80%+,F_Score 选股，年化80%+,回测时间长一点,https://www.joinquant.com/post/31359,fe571e33e8c1a6c79ff28b5482f12339560b8e868d66c12790f73254e1dbd2ad,current archive source has no pre-OOS immutable timestamp,2019-01-01,2021-01-01,2021-01-20 13:30:55,2021-01-22 13:59:44,19,2043,true,C,false,L-1cf3d9b51f,1,,
2023年度精选策略/30.跟着基金报团！！！174% 回撤 7.33%.txt,跟着基金报团！！！174% 回撤 7.33%,跟着基金报团！！！174%  回撤  7.33%,仓又加错了啊,https://www.joinquant.com/post/31496,1725ddd5da6acc869aa92a364276194f48931aa3b753fb8f9f5dedf0981e5d1f,current archive source has no pre-OOS immutable timestamp,2019-01-01,2021-01-25,2021-01-26 13:37:57,2021-02-15 21:15:41,1,2037,true,C,false,L-960f3bfaef,1,,
2023年度精选策略/74.勾股神器2代码40行，年化一百点.txt,勾股神器2代码40行，年化一百点,勾股神器2: 代码40行，年化一百点。,edjoin,https://www.joinquant.com/post/31510,29f5aa36f21172dc2dbaecb5c57a9f0b09a9fce40e8edc547ca38cc493617dc4,current archive source has no pre-OOS immutable timestamp,2020-01-01,2021-01-01,2021-01-27 11:46:05,2021-01-29 20:17:05,26,2036,true,C,false,L-5e2f28aa4c,1,,
2023年度精选策略/93.布林线追龙头战法.txt,布林线追龙头战法,布林线追龙头战法,fishsome,https://www.joinquant.com/post/31867,55623d5a07abacf1171d0f6c4e3a829ad50d49d8961212d2ee1e9a003fb93364,current archive source has no pre-OOS immutable timestamp,2015-01-01,2021-02-19,2021-02-19 02:05:08,2021-04-01 08:46:33,0,2013,true,C,false,L-7818c59f17,1,,
2023年度精选策略/17.20行代码8年胜率100%躲过了牛年第一场大跌.txt,行代码8年胜率100%躲过了牛年第一场大跌,20行代码8年胜率100%躲过了牛年第一场大跌,摆摊挣保时,https://www.joinquant.com/post/32112,4f80ec6b4e207dd9cb53baabb5debfd16671229f8b3b92867781e29d79dccd51,current archive source has no pre-OOS immutable timestamp,2013-01-01,2021-03-04,2021-03-05 10:21:10,2021-03-05 10:22:19,1,1999,true,C,false,L-e2d9b30bdc,1,,
2023年度精选策略/83.韶华研究之一，布林突破+均线金叉，四年五倍.txt,韶华研究之一，布林突破+均线金叉，四年五倍,韶华研究之一，布林突破+均线金叉，四年五倍,韶华不负,https://www.joinquant.com/post/32129,0b65ccf35dae7e1746d5b973e66994e22b742ff0c17255edef1cd0cce5b910be,current archive source has no pre-OOS immutable timestamp,2017-01-01,2020-10-08,2021-03-06 08:48:07,2021-03-06 09:14:56,149,1998,true,C,false,L-f716513459,1,,
2023年度精选策略/88.韶华研究之二，顺势而为，年化140.txt,韶华研究之二，顺势而为，年化140,韶华研究之二，顺势而为，年化140,韶华不负,https://www.joinquant.com/post/32130,c499629eed9b47b16b5ca89a8f6de18884ed59b5ea14a5f23b5aedb12f3ea1b0,current archive source has no pre-OOS immutable timestamp,2020-01-01,2020-11-09,2021-03-06 08:57:37,2021-03-06 09:33:32,117,1998,true,C,false,L-fd888f0c87,1,,
2023年度精选策略/57.韶华研究之四-菲阿里四阶在T+1的短线策略应用.txt,韶华研究之四-菲阿里四阶在T+1的短线策略应用,韶华研究之四-菲阿里四阶在T+1的短线策略应用,韶华不负,https://www.joinquant.com/post/32183,20fb728acb20d80e15529690797219c6ae09f072ebd06283f6551a89ef240daf,current archive source has no pre-OOS immutable timestamp,2020-01-01,2020-12-31,2021-03-09 15:06:14,2021-03-09 15:08:04,68,1995,true,C,false,L-4ba1f07747,1,,
2023年度精选策略/68.宽基BBI动量追涨，完美避开这波大跌~.txt,宽基BBI动量追涨，完美避开这波大跌~,宽基BBI动量追涨，完美避开这波大跌~,将就,https://www.joinquant.com/post/32187,7c03147848c50d65bd5e8ec7b6e29419fd7c20cfa99fefacfd3735c87201b92f,current archive source has no pre-OOS immutable timestamp,2020-01-01,2021-03-08,2021-03-09 18:09:23,2021-03-11 18:20:36,1,1995,true,C,false,L-155f43f0aa,1,,
2023年度精选策略/56.韶华研究之五-ETF轮动，躺赚，夏普2.txt,韶华研究之五-ETF轮动，躺赚，夏普2,韶华研究之五-ETF轮动，躺赚，夏普2,韶华不负,https://www.joinquant.com/post/32253,c69347e59b0363cbb54e89f79ef1936ef3a95b22508424b9214523a671ce3446,current archive source has no pre-OOS immutable timestamp,2020-01-01,2021-03-11,2021-03-14 13:45:07,2021-03-15 19:46:38,3,1990,true,C,false,L-95407aed4d,1,,
2023年度精选策略/12.【不含未来！】宽基etf轮动8年50倍年化60%.txt,【不含未来！】宽基etf轮动8年50倍年化60%,【不含未来！】宽基etf轮动8年50倍年化60%,将就,https://www.joinquant.com/post/32543,4f23af79709488dd5bf5609cf8291a703d42f535a3590a39e72e4a4632eb7c40,current archive source has no pre-OOS immutable timestamp,2013-01-01,2021-04-01,2021-04-01 11:51:49,2021-04-02 18:23:03,0,1972,true,C,false,L-e16b0dc63f,2,,
2023年度精选策略/40.再改进可实盘-默默赚钱系列-风险控制-增强版本-V5.0.txt,再改进可实盘-默默赚钱系列-风险控制-增强版本-V5.0,再改进可实盘-默默赚钱系列-风险控制-增强版本-V5.0,GoodThinker,https://www.joinquant.com/post/32591,22094961ba3c5377055cc2f50f447497b50240a776b80718d27b00ddab3d9f76,current archive source has no pre-OOS immutable timestamp,2020-01-01,2021-01-11,2021-04-03 18:56:14,2021-04-20 22:35:43,82,1970,true,C,false,L-215462fc2f,1,,
2023年度精选策略/62.3年复合200+%收益+超低回撤11%以内，无惧大跌.txt,年复合200+%收益+超低回撤11%以内，无惧大跌,3年复合200+%收益+超低回撤11%以内，无惧大跌,Sunj3001,https://www.joinquant.com/post/32630,fc75bfc7353a1836899e02ecc902a17344445ba7238ba98126989ea77867f751,current archive source has no pre-OOS immutable timestamp,2018-01-01,2021-04-05,2021-04-06 18:47:58,2021-04-06 18:47:58,1,1967,true,C,false,L-d5bc09fcb6,1,,
2023年度精选策略/32.最适合上班族的策略-神奇公式策略.txt,最适合上班族的策略-神奇公式策略,最适合上班族的策略-神奇公式策略,scottchenrui,https://www.joinquant.com/post/32795,3e10fc74f4db5b5616603e4114366ac955f2063456f37d8275e7feead828fe70,current archive source has no pre-OOS immutable timestamp,2010-01-01,2021-04-07,2021-04-17 05:43:02,2021-04-18 06:19:39,10,1956,true,C,false,L-f0cfdafce0,35,,
2023年度精选策略/97.韶华研究之六，简单不一样的发现趋势，3年6倍.txt,韶华研究之六，简单不一样的发现趋势，3年6倍,韶华研究之六，简单不一样的发现趋势，3年6倍,韶华不负,https://www.joinquant.com/post/32797,35ba3f132d8ddaae83d127d2346c8f1f01fbc545940c11f958782e5ca53f5d79,current archive source has no pre-OOS immutable timestamp,2018-01-01,2021-04-16,2021-04-17 15:54:45,2021-04-18 08:32:38,1,1956,true,C,false,L-f8c06a0f4b,1,,
2023年度精选策略/61.分享一个最近两年非常有效的因子.txt,分享一个最近两年非常有效的因子,分享一个最近两年非常有效的因子,美吉姆优秀毕业代表,https://www.joinquant.com/post/33065,4be4d8bd2058f5ec98298b369193243b9afa03ca4508bb94eeb84e57f20bba16,current archive source has no pre-OOS immutable timestamp,2019-01-01,2021-05-01,2021-05-04 23:53:34,2021-05-04 23:53:34,3,1939,true,C,false,L-527384c11d,1,,
2023年度精选策略/85.最新解密--追涨龙头打板策略-适合近期实盘行情.txt,最新解密--追涨龙头打板策略-适合近期实盘行情,最新解密--追涨龙头打板策略-适合近期实盘行情,GoodThinker,https://www.joinquant.com/post/33126,0e87a078b96b3800dedf9d5b9dbc6b7c7db404f3d86a62c7f9f0611fd0f59cd6,current archive source has no pre-OOS immutable timestamp,2021-04-20,2021-05-08,2021-05-09 12:50:35,2021-05-17 18:25:08,1,1934,true,C,false,L-bf951468db,1,,
2023年度精选策略/91.致敬市场--4 解析细节.txt,致敬市场--4 解析细节,致敬市场(4)--解析细节,Gyron,https://www.joinquant.com/post/33312,bf1bf5d9dd0340f91467dc0737bd4e2f182326e1f9a106047e81a39438c12d84,current archive source has no pre-OOS immutable timestamp,2006-05-01,2021-05-15,2021-05-26 16:31:49,2023-03-02 23:21:10,11,1917,true,C,false,L-6dc3996d19,1,,
2023年度精选策略/35.最简强者恒强策略.txt,最简强者恒强策略,最简强者恒强策略,囚徒,https://www.joinquant.com/post/33618,9259102084c095b1b8e6bb77d2d53bed4d5f71a72e329749c7f86700b14ade6b,current archive source has no pre-OOS immutable timestamp,2011-06-19,2021-06-19,2021-06-19 23:21:37,2021-06-26 00:52:31,0,1893,true,C,false,L-99a1ac59b1,1,,
2023年度精选策略/44.海龟突破系统，19-21年化150，无未来函数和过拟合.txt,海龟突破系统，19-21年化150，无未来函数和过拟合,海龟突破系统，19-21年化150，无未来函数和过拟合,Trading Robot,https://www.joinquant.com/post/33654,c5f646037e0fe87d0a716062ded579bd630fffcefbb813f09a491d4891639b69,current archive source has no pre-OOS immutable timestamp,2019-01-01,2021-06-23,2021-06-24 19:29:11,2021-06-24 19:29:11,1,1888,true,C,false,L-cb96d880c0,1,,
2023年度精选策略/11.致敬市场--5 定投ETF之躺平赢.txt,致敬市场--5 定投ETF之躺平赢,致敬市场(5)--定投ETF之躺平赢,Gyron,https://www.joinquant.com/post/33683,9f9a84cc133ed7a3f016c926a5073f0262d73e399b5464558301c9119cb94dee,current archive source has no pre-OOS immutable timestamp,2014-01-01,2021-05-01,2021-06-27 19:45:25,2023-03-02 23:23:57,57,1885,true,C,false,L-f0a0760dcd,1,,
2023年度精选策略/46.年化46%的北向资金+20日涨幅的创业板策略.txt,年化46%的北向资金+20日涨幅的创业板策略,年化46%的北向资金+20日涨幅的创业板策略,天然15,https://www.joinquant.com/post/33823,50c280efdb329182ea18c32d36f2bad21cbd4518ae5ec392114dbb9d368a1af2,current archive source has no pre-OOS immutable timestamp,2018-01-01,2021-07-11,2021-07-12 18:55:18,2021-07-12 19:06:45,1,1870,true,C,false,L-8c127b9bd5,1,,
2023年度精选策略/19.人人可躺平16年3400%.txt,人人可躺平16年3400%,人人可躺平16年3400%（评论必回复）,逆流的鱼,https://www.joinquant.com/post/33859,9dfebd90b0dcff7b410f3f0adcd7070dd0b6f5bc1544c477b110a1ce156cea7d,current archive source has no pre-OOS immutable timestamp,2005-07-01,2021-06-27,2021-07-15 11:08:25,2021-08-27 17:15:08,18,1867,true,C,false,L-7945796826,1,,
2023年度精选策略/55.【分享】券商金股组合增强.txt,【分享】券商金股组合增强,【分享】券商金股组合增强,Hugo2046,https://www.joinquant.com/post/33881,dd0e19c671818d418f990563a205d46d6ea8cd19f2e947e09fa314e11c85477f,current archive source has no pre-OOS immutable timestamp,2019-07-01,2021-07-01,2021-07-17 18:35:55,2021-07-19 11:32:53,16,1865,true,C,false,L-6d102c7f0d,1,,
2023年度精选策略/42.二板排板战法研究.txt,二板排板战法研究,二板排板战法研究,游资小码哥,https://www.joinquant.com/post/34011,cdae79bbb7873d16ca923850016238e08fec3a091bc0857d52f3826d71f4965f,current archive source has no pre-OOS immutable timestamp,2021-01-01,2021-07-21,2021-07-26 11:05:14,2021-07-26 11:05:14,5,1856,true,C,false,L-de600aa963,1,,
2023年度精选策略/76.半年6.5倍--次新股排板一式.txt,半年6.5倍--次新股排板一式,半年6.5倍--次新股排板一式,游资小码哥,https://www.joinquant.com/post/34040,7779867e1eb28e0ca7c3c77ec37bb90af3f9c73c8ac20479b0ce02d272ef21f7,current archive source has no pre-OOS immutable timestamp,2021-01-01,2021-07-27,2021-07-28 16:08:32,2021-07-28 16:08:32,1,1854,true,C,false,L-80e5321974,2,,
2023年度精选策略/5.87.5%胜率之分歧反包二板.txt,5%胜率之分歧反包二板,87.5%胜率之分歧反包二板,游资小码哥,https://www.joinquant.com/post/34048,f7eb5cbcdd389d8117fbf24ab27d2ea4bd4337d093e768034fb281f52dd9af76,current archive source has no pre-OOS immutable timestamp,2019-01-01,2021-07-28,2021-07-29 13:47:39,2021-07-29 13:47:39,1,1853,true,C,false,L-80e5321974,2,,
2023年度精选策略/84.对 二板排板战法 的部分优化.txt,对 二板排板战法 的部分优化,对 二板排板战法 的部分优化,xloong,https://www.joinquant.com/post/34053,3ccf8662b6a3a7403d63dc5023e3719c3e51aa81ede430ca71655892451bbe44,current archive source has no pre-OOS immutable timestamp,2020-01-01,2021-07-28,2021-07-29 22:06:28,2021-07-29 22:06:28,1,1853,true,C,false,L-4eddc0f56d,2,,
2023年度精选策略/9.10倍-二板排板战法优化-无未来函数.txt,倍-二板排板战法优化-无未来函数,10倍-二板排板战法优化-无未来函数,游资小码哥,https://www.joinquant.com/post/34141,8bfdd7e372ec12d9b57b71ee1355886aac6c9c4462f6d6edfd93aae582ead60b,current archive source has no pre-OOS immutable timestamp,2020-01-01,2021-07-31,2021-08-06 17:06:45,2021-08-06 17:06:45,6,1845,true,C,false,L-4eddc0f56d,2,,
2023年度精选策略/39.低风险高收益的期货策略.txt,低风险高收益的期货策略,低风险高收益的期货策略,威航,https://www.joinquant.com/post/34248,504a129dce0ff7eb8c86bb61c28512bdbff616aad9f4223fe9d63755c6c70a94,current archive source has no pre-OOS immutable timestamp,2020-11-01,2021-05-13,2021-08-14 11:00:53,2021-08-14 11:00:53,93,1837,true,C,false,L-e29a1ef2a3,1,,
2023年度精选策略/1.龙头底分型战法-两年23倍.txt,龙头底分型战法-两年23倍,龙头底分型战法-两年23倍,游资小码哥,https://www.joinquant.com/post/34286,acd3374a39164dc48ea5009d4a6a4eca74bf5103355356687979def597cf121d,current archive source has no pre-OOS immutable timestamp,2019-01-01,2021-08-12,2021-08-17 18:02:33,2021-08-17 18:02:33,5,1834,true,C,false,L-046de4a357,1,,
2023年度精选策略/4.8年10倍，回撤小，有滑点！ETF动量简单轮动策略！.txt,年10倍，回撤小，有滑点！ETF动量简单轮动策略！,8年10倍，回撤小，有滑点！ETF动量简单轮动策略！,萌新王富贵,https://www.joinquant.com/post/34314,52a9ca702036ffc7dbea67da756392e7363756cad7df38e83f65eb0a6dd88f41,current archive source has no pre-OOS immutable timestamp,2010-01-01,2021-08-17,2021-08-19 09:39:30,2021-08-19 09:39:30,2,1832,true,C,false,L-b10568e8ac,6,,
2023年度精选策略/78.EPS+MS因子的大盘蓝筹策略.txt,EPS+MS因子的大盘蓝筹策略,EPS+MS因子的大盘蓝筹策略,wywy1995,https://www.joinquant.com/post/34372,2c7878c3e02399fdeda12afa4e17954e33e2e3056932a7da365adb0471172bc2,current archive source has no pre-OOS immutable timestamp,2011-08-20,2021-08-20,2021-08-23 22:55:53,2022-11-11 21:06:55,3,1828,true,C,false,L-f68f3dedc3,2,,
2023年度精选策略/70.回踩均线搏反弹，21年来70%，无未来（测试第一弹）.txt,回踩均线搏反弹，21年来70%，无未来（测试第一弹）,回踩均线搏反弹，21年来70%，无未来（测试第一弹）,Mr.翟,https://www.joinquant.com/post/34394,e71e2dff148ad33bc1ca4db2e0c41b96afab221745e92f7b2c95037124995d3f,current archive source has no pre-OOS immutable timestamp,2021-01-01,2021-07-31,2021-08-25 11:30:36,2021-08-25 11:30:35,25,1826,true,C,false,L-043deba71c,2,,
2023年度精选策略/49.【7日趋势】交易策略.txt,【7日趋势】交易策略,【7日趋势】交易策略（无未来）,Mr.翟,https://www.joinquant.com/post/34449,41f2b396f7435110b0f0282d0b359a3983c6b63668a0eda8e75133cee13fbd23,current archive source has no pre-OOS immutable timestamp,2021-04-30,2021-08-27,2021-08-30 16:40:37,2021-08-30 16:40:37,3,1821,true,C,false,L-043deba71c,2,,
2023年度精选策略/25.这个可入得了你们法眼.txt,这个可入得了你们法眼,这个可入得了你们法眼,南山南11,https://www.joinquant.com/post/34474,169216002f490ccabdbc05daa2f5f8a293c0a642cc56bdc47f38521b62e3a016,current archive source has no pre-OOS immutable timestamp,2019-01-01,2021-09-01,2021-09-02 11:51:06,2021-09-02 11:51:06,1,1818,true,C,false,L-a43f1eadc5,3,,
